hand,wcj,minscore,mindist
41 42 44 15 32 29 38 16 50 28,12,25,2
24 44 40 36 45 7 0 31 15 38,42,60,5
34 5 51 49 7 3 44 43 15 47,16,53,3
10 2 22 39 11 4 36 18 29 26,13,32,3
26 15 4 32 47 22 0 28 1 35,2,26,2
11 40 52 9 3 39 20 23 21 36,19,40,2
52 33 5 34 48 38 52 2 19 9,39,29,2
28 10 22 42 35 13 43 9 32 6,0,25,2
52 52 27 48 44 24 28 49 8 3,36,32,3
44 26 40 36 24 16 8 3 4 52,33,47,5
29 5 2 27 14 7 52 46 21 25,31,22,2
52 36 40 15 25 10 52 52 9 26,28,15,2
31 48 52 42 32 22 12 38 34 24,16,30,1
2 6 31 33 37 3 41 45 50 46,13,60,4
19 52 18 20 45 52 41 12 10 11,33,4,1
27 24 33 14 52 44 22 42 10 21,30,37,2
52 40 51 10 20 0 23 6 30 33,31,47,3
20 7 29 10 51 18 46 13 52 22,36,24,3
52 26 6 33 48 8 18 14 38 52,9,19,2
40 42 23 17 48 25 43 1 47 30,5,51,3
2 21 11 0 9 37 12 13 20 46,48,46,2
21 46 32 29 20 25 2 12 30 34,38,22,1
42 25 5 31 27 30 20 34 29 23,0,54,3
52 2 29 28 39 15 0 44 22 49,30,32,3
12 50 7 13 24 16 40 5 9 17,39,50,3
2 39 17 36 6 23 12 34 37 26,38,32,3
31 16 36 4 45 44 22 37 48 10,6,55,3
24 44 10 1 45 20 39 22 33 52,36,20,2
52 43 37 18 11 7 23 13 15 30,10,22,2
50 23 35 44 15 13 24 42 36 38,5,41,2
23 12 36 51 14 1 3 7 52 52,33,3,1
44 34 0 38 27 4 28 49 10 20,14,48,4
4 2 0 39 35 49 25 47 6 10,9,42,3
52 8 13 33 49 18 38 10 5 28,20,26,2
52 22 43 51 47 35 17 33 30 34,46,10,1
42 38 6 43 22 34 52 17 19 8,49,53,3
20 28 31 34 12 37 16 26 29 42,1,52,3
37 43 24 39 46 47 49 36 25 40,21,50,3
3 44 34 23 35 26 45 52 2 21,47,21,2
22 17 44 19 21 3 11 1 30 48,35,25,2
12 44 5 49 47 34 52 7 0 35,9,29,2
10 40 12 51 50 45 8 18 47 21,34,18,2
30 48 29 11 13 38 52 32 17 16,34,43,3
39 52 31 51 19 45 30 52 37 35,18,6,1
52 51 34 38 20 44 6 12 39 18,24,27,3
19 33 29 43 45 34 44 24 41 10,39,56,3
51 27 30 48 38 5 35 25 45 26,41,46,3
23 41 47 29 2 4 10 40 25 20,14,48,4
15 21 49 0 22 32 42 12 36 44,9,46,3
22 42 5 9 51 33 36 52 4 13,41,49,3
11 5 10 39 7 52 24 9 4 51,21,22,1
1 31 22 46 37 13 19 52 4 44,10,46,4
52 1 26 35 47 30 32 49 22 37,51,49,3
31 35 52 3 32 51 43 24 10 18,46,58,4
51 6 24 44 50 42 18 28 46 15,48,60,4
50 49 42 51 18 43 9 31 48 32,29,23,2
46 43 52 40 47 42 1 4 36 17,2,21,2
52 43 40 4 52 0 37 9 19 14,41,30,3
7 17 3 0 26 30 2 24 52 23,13,9,1
52 33 22 28 45 10 50 11 44 49,46,29,2
44 1 2 22 33 35 45 17 23 40,15,46,3
52 52 30 20 32 39 40 46 0 9,1,10,1
28 13 50 2 38 25 8 37 0 26,42,58,3
18 14 52 12 51 48 50 8 2 3,36,39,3
14 32 16 36 15 0 46 22 37 43,33,26,3
1 38 27 18 11 35 47 8 17 49,34,33,2
48 49 34 16 5 31 9 27 0 38,47,44,3
41 33 1 51 18 50 27 24 23 47,6,60,4
10 16 50 2 28 49 4 21 29 13,32,60,4
22 34 31 50 17 44 41 1 5 52,9,23,3
12 29 0 10 42 18 35 8 43 46,11,60,4
15 30 5 13 52 44 3 14 34 26,49,23,3
19 51 3 45 11 43 24 40 4 16,15,60,4
52 19 11 5 37 13 36 42 40 3,6,20,2
40 14 34 26 21 2 46 12 10 13,0,19,2
52 12 21 29 31 19 43 27 52 5,14,21,2
21 40 12 45 51 44 20 47 36 23,41,60,3
18 33 0 38 27 44 34 52 4 7,9,44,3
23 19 17 34 10 29 36 45 5 15,11,48,3
27 52 16 40 26 50 8 33 51 9,0,20,2
40 33 34 23 9 30 14 45 49 6,7,48,3
0 26 32 30 24 37 40 29 39 35,44,52,2
31 40 1 37 36 29 51 23 11 18,3,50,3
3 49 35 4 45 22 9 2 0 8,46,30,3
46 42 31 2 28 47 26 3 22 50,11,37,3
52 28 35 29 30 7 39 33 0 38,18,23,2
27 25 38 0 16 51 40 2 29 20,50,31,3
32 23 26 15 51 49 6 39 52 29,38,13,2
44 45 7 20 23 38 15 26 25 37,21,60,4
52 20 38 15 52 49 41 26 6 33,29,26,2
6 30 52 38 27 25 12 36 42 17,5,26,3
32 44 29 27 26 20 22 4 43 9,3,41,3
10 44 28 40 17 27 26 22 46 2,21,49,4
38 32 35 17 4 24 44 42 50 34,6,54,3
1 49 30 7 46 13 2 0 47 6,11,54,2
14 34 21 38 25 20 46 43 6 7,29,57,3
27 49 4 23 16 18 2 8 7 32,30,46,3
35 43 18 49 37 32 17 27 34 44,5,21,2
27 17 32 46 21 41 40 26 47 20,23,60,4
43 5 29 31 18 25 17 6 22 1,7,48,3
24 39 51 15 16 7 17 8 45 14,32,22,1
24 11 34 5 16 50 2 8 0 52,51,18,2
37 27 29 35 49 47 39 13 23 38,11,42,3
9 28 29 33 31 19 46 52 44 47,2,23,2
33 30 27 48 16 29 6 52 3 22,36,26,2
39 38 16 27 33 30 28 10 6 32,20,39,3
35 1 43 28 52 6 2 14 37 31,8,35,3
28 11 31 40 20 52 43 5 47 34,17,26,3
52 22 0 16 28 4 13 48 26 39,43,5,1
2 9 47 52 38 30 23 46 29 21,13,54,3
38 16 22 28 15 26 45 42 40 25,33,60,3
34 11 40 46 19 39 21 49 35 28,48,46,3
5 4 27 7 24 48 0 46 37 11,17,21,2
9 23 50 8 49 52 18 7 31 19,22,32,2
37 52 15 4 39 32 22 7 26 10,41,38,3
10 48 8 44 50 14 18 43 34 13,4,49,3
15 49 40 32 45 25 9 6 27 36,41,26,2
32 25 40 3 6 41 12 26 15 0,28,12,2
51 29 36 4 19 6 20 42 30 52,22,50,3
41 23 21 2 30 31 20 47 34 0,8,10,1
52 38 13 52 15 49 3 45 22 37,1,33,3
48 35 2 52 37 31 13 14 51 22,10,31,3
0 44 45 17 4 12 15 6 32 29,50,40,3
36 5 48 15 44 11 25 23 40 17,13,60,4
17 48 9 32 39 34 40 22 21 27,14,16,2
28 52 25 38 12 42 24 50 23 16,22,24,2
41 26 6 27 34 40 32 52 29 9,31,35,2
52 18 0 27 31 51 28 49 38 36,30,43,2
35 19 26 22 33 23 48 24 45 7,16,56,3
37 29 36 14 9 6 27 46 51 52,10,40,3
1 21 5 14 13 52 28 36 9 52,39,30,3
45 34 52 25 40 52 42 20 48 2,23,41,3
42 10 15 24 21 25 8 1 47 43,35,48,3
8 0 44 51 52 24 31 13 27 50,11,17,2
5 35 44 0 7 9 43 26 36 21,8,43,3
24 2 5 20 38 14 42 3 25 29,45,53,3
18 22 12 42 6 47 7 38 14 31,13,60,4
52 50 8 46 52 15 6 49 19 17,0,27,2
46 40 41 52 15 42 52 45 35 23,17,24,2
24 1 32 23 52 0 15 45 30 36,42,41,3
18 9 5 30 36 32 50 23 7 38,31,34,2
52 10 22 52 2 27 0 19 25 8,17,31,2
29 32 37 13 43 23 14 1 11 45,46,60,4
52 17 40 6 16 33 35 51 15 36,43,17,1
51 23 17 0 9 1 29 13 22 32,6,38,4
16 28 8 3 42 50 17 22 49 35,31,60,3
22 52 8 13 38 37 1 5 24 2,14,23,2
11 6 19 15 34 51 43 25 21 12,39,56,3
50 32 29 5 43 41 52 14 21 7,46,40,3
31 33 12 7 48 44 49 24 13 19,51,52,3
38 28 24 44 31 29 34 43 46 1,10,60,4
4 13 52 19 30 29 40 36 31 49,46,19,3
36 39 40 21 35 34 1 3 13 12,25,17,2
40 43 42 52 29 48 13 50 14 11,26,18,2
39 1 16 21 37 35 27 9 19 44,42,43,3
19 27 45 52 1 38 32 51 0 2,37,3,1
19 13 2 15 7 27 0 26 49 8,32,21,2
6 1 0 48 18 17 50 42 16 45,33,46,3
18 37 44 34 19 8 31 11 52 41,20,32,2
27 41 8 25 48 38 3 36 1 28,40,35,3
20 35 13 8 32 19 27 49 18 14,2,46,3
5 46 19 8 29 37 15 12 48 31,26,60,4
44 43 21 36 48 4 35 26 51 19,15,60,4
44 52 9 28 47 50 27 39 29 10,48,19,2
52 9 14 10 30 43 37 8 31 44,48,25,2
35 51 2 25 8 14 12 44 16 40,37,42,4
18 52 29 31 17 25 11 8 33 13,50,27,2
5 46 51 28 17 31 6 11 21 49,44,47,4
6 42 29 44 30 12 37 45 32 35,8,53,3
44 24 35 36 51 28 19 40 42 3,8,60,4
11 51 15 0 27 48 23 28 30 32,26,51,3
30 50 41 37 1 45 13 47 20 52,23,42,4
37 18 28 39 49 23 27 17 42 44,14,41,3
4 19 23 30 29 21 2 18 12 22,46,46,3
9 50 2 15 7 14 21 28 33 23,41,22,2
52 31 7 38 21 4 11 33 3 19,10,56,3
52 35 38 49 10 34 31 41 50 17,27,57,4
29 35 42 23 34 52 20 6 47 52,10,27,2
12 3 19 36 16 51 30 9 46 29,10,33,3
25 37 41 38 36 29 31 11 46 30,22,33,3
19 38 41 52 24 10 0 1 16 52,22,39,3
25 52 15 4 21 42 33 27 44 9,43,44,3
52 52 37 23 15 13 5 21 46 18,16,25,2
17 14 2 8 3 16 23 31 41 21,44,37,2
38 50 45 28 52 17 52 16 32 42,46,29,2
7 47 23 8 16 32 30 34 52 33,1,24,2
52 7 0 3 1 27 26 25 28 14,20,0,0
10 51 46 25 12 7 28 6 20 4,31,28,2
34 5 7 10 17 19 31 37 6 8,25,51,3
20 27 42 52 49 40 8 17 12 41,22,48,3
20 0 11 33 23 1 36 46 29 21,2,50,3
22 3 0 32 48 5 10 15 1 30,6,37,3
48 47 0 46 29 43 27 41 33 9,10,39,3
11 39 14 26 20 36 30 18 33 21,32,60,4
41 4 20 8 38 49 37 43 32 9,7,54,3
5 32 28 27 22 11 44 13 18 1,9,23,3
33 49 14 43 32 27 11 21 12 16,8,44,3
9 25 37 3 43 41 27 0 10 50,32,60,4
27 26 52 11 29 40 15 50 16 8,35,32,2
30 16 1 38 24 33 45 32 40 13,26,39,3
2 1 40 6 52 23 13 41 42 46,33,17,2
52 24 13 14 37 10 15 21 51 7,3,39,2
46 31 15 44 49 51 8 38 27 32,42,60,4
26 37 11 35 2 39 10 51 12 25,28,24,2
38 45 40 43 44 29 51 9 50 18,5,28,3
19 10 46 22 45 13 28 14 48 12,51,37,3
49 1 27 13 38 43 31 52 24 50,34,41,4
52 0 24 33 11 19 51 47 5 34,2,56,4
5 3 21 6 17 12 39 13 49 35,37,60,4
52 27 25 7 48 17 34 22 23 52,29,28,3
26 21 30 17 11 47 50 37 41 28,39,20,2
17 2 9 3 50 4 38 1 52 49,41,26,2
6 42 12 8 17 0 34 20 52 50,45,30,2
26 17 3 18 19 50 52 20 51 38,8,17,1
28 43 40 39 34 52 9 0 49 27,10,28,2
31 4 46 18 34 29 43 39 27 10,15,60,4
27 38 43 46 51 35 10 37 14 8,24,51,3
35 10 20 48 24 30 52 14 22 1,29,35,3
26 45 35 20 5 28 31 11 18 2,36,47,4
35 3 45 39 25 18 38 15 0 34,13,24,2
34 3 16 44 28 49 0 41 8 30,31,36,3
52 30 33 38 26 3 0 14 16 48,18,40,3
34 37 22 5 45 14 32 9 50 40,28,60,4
45 38 52 16 44 25 34 42 13 37,41,47,2
1 5 10 33 52 0 18 31 23 37,19,24,2
11 24 35 27 10 28 17 32 12 0,7,43,3
12 39 45 32 1 16 14 46 11 13,42,35,3
29 35 52 24 50 52 47 37 45 30,38,10,1
44 6 46 18 31 41 17 30 4 42,51,26,2
16 27 22 5 46 10 9 0 52 25,11,46,4
52 30 24 7 41 6 34 14 39 29,40,26,2
38 16 1 10 32 46 14 49 0 36,21,40,3
42 2 49 28 17 44 22 15 33 39,3,44,4
9 52 40 24 10 48 7 47 22 39,16,39,2
29 7 4 38 0 43 11 13 42 18,12,40,3
45 39 28 18 20 3 42 50 43 13,47,58,3
43 40 30 37 44 38 52 41 0 21,16,38,3
49 51 16 47 19 27 45 30 4 52,42,23,2
44 43 20 39 15 31 49 4 28 3,42,41,3
27 6 24 47 52 17 44 7 49 2,10,40,3
32 52 19 24 43 40 1 34 35 0,45,14,1
16 35 50 45 18 40 48 5 33 11,3,54,3
28 26 4 24 52 52 16 14 38 39,21,18,2
18 31 25 23 49 43 12 39 32 7,9,60,4
50 37 35 10 44 52 52 22 11 45,34,10,1
47 4 51 20 2 30 7 48 21 29,5,60,4
14 26 35 0 4 32 23 43 47 21,46,60,4
52 9 0 24 23 3 42 1 14 8,28,38,2
28 4 13 51 3 7 49 52 31 21,24,43,3
17 43 6 46 0 4 39 10 19 23,21,49,3
52 38 48 29 23 1 13 30 42 18,4,42,4
31 24 1 35 21 29 0 49 26 37,11,32,3
52 49 12 21 40 18 48 52 20 44,19,20,2
1 24 11 50 25 41 6 46 44 15,20,28,3
52 45 37 6 29 43 13 33 32 3,17,21,2
18 6 19 12 22 15 13 44 46 52,49,49,3
22 40 2 31 28 7 45 27 43 44,18,25,2
0 22 33 30 47 5 12 34 35 10,44,28,3
5 0 2 50 12 40 25 44 43 41,7,60,3
16 28 6 17 13 43 14 29 52 9,20,33,2
3 11 49 6 2 35 21 37 30 52,39,53,4
45 44 22 14 19 4 23 42 40 51,29,45,3
7 25 21 49 6 5 4 27 2 12,42,47,3
6 17 52 14 37 40 11 52 9 46,41,33,2
14 30 17 0 52 23 19 10 13 33,46,13,2
37 50 16 51 26 12 18 15 11 42,10,43,2
52 29 49 30 28 21 1 40 20 11,18,26,2
17 19 45 3 21 50 52 2 24 15,36,45,3
39 51 8 31 19 9 15 26 44 40,20,48,3
18 39 33 34 43 46 45 14 3 24,42,41,3
48 43 25 13 50 18 10 29 30 36,0,54,3
23 22 35 0 3 47 27 44 1 52,2,40,3
14 33 2 10 16 6 39 49 31 24,47,60,4
52 29 24 18 25 23 50 16 44 13,32,22,2
37 10 44 12 19 49 48 5 32 30,13,60,4
37 49 33 31 40 11 45 42 13 44,51,60,3
29 13 4 50 33 34 27 41 46 6,22,60,4
35 19 49 40 43 21 22 26 50 51,36,41,3
22 47 20 18 8 33 31 6 44 12,35,36,2
33 22 37 52 51 52 25 0 52 4,30,12,2
21 37 25 29 22 51 33 1 16 23,31,52,3
52 12 6 23 19 51 36 46 24 39,29,57,3
9 28 12 7 18 49 46 14 38 5,13,60,4
19 3 18 29 28 47 45 49 30 36,40,58,3
42 51 13 44 46 1 29 38 7 34,24,60,4
51 24 14 47 8 23 48 9 45 52,40,30,1
1 35 25 30 20 23 13 11 41 22,28,40,3
47 18 52 6 25 1 20 48 35 52,24,31,3
14 50 28 38 23 31 36 29 45 48,43,60,3
26 50 3 35 14 39 37 21 52 31,10,39,4
11 12 31 22 2 27 38 19 42 21,51,29,3
17 38 44 35 52 19 25 23 10 42,29,31,2
38 25 9 15 49 32 37 48 31 42,24,54,3
41 49 7 38 15 17 52 34 11 25,14,53,4
27 34 22 2 29 26 42 16 45 19,47,19,2
51 49 25 13 7 42 6 34 1 26,19,41,4
37 8 11 22 19 6 0 30 36 25,38,54,3
10 48 5 6 41 11 3 46 43 20,37,48,2
12 5 7 48 30 31 50 11 27 10,38,52,3
16 25 26 0 37 14 52 38 31 48,21,39,3
14 1 10 29 12 46 44 33 18 2,43,60,3
38 29 25 31 44 26 42 18 46 34,22,51,3
42 12 36 17 28 38 1 26 50 48,33,60,3
9 14 34 52 10 12 48 3 5 6,18,26,2
25 16 17 14 6 27 41 9 2 40,35,26,2
37 52 43 24 46 52 50 39 20 17,22,2,1
35 7 30 21 52 2 12 52 16 25,42,29,3
11 20 3 18 10 33 13 0 4 17,50,34,2
17 27 41 11 25 9 13 30 50 52,4,17,2
6 16 32 7 2 50 31 40 4 48,0,60,3
16 25 31 6 10 51 36 0 49 42,29,17,2
44 29 43 26 28 31 39 7 13 38,8,48,2
31 33 28 9 41 42 52 44 6 39,49,40,3
42 9 1 44 32 0 51 21 4 15,18,53,4
41 16 26 6 4 47 50 29 38 49,24,40,3
40 52 7 12 50 38 39 16 30 49,48,45,3
52 10 52 49 26 41 12 43 36 44,5,2,1
11 10 15 44 6 18 52 29 7 17,49,22,2
16 41 14 30 18 44 12 43 25 22,36,60,3
34 20 6 29 44 41 28 14 8 33,7,22,2
25 37 38 51 2 31 19 35 28 3,50,29,2
5 14 34 42 1 47 38 41 6 43,0,51,3
2 12 29 4 23 32 6 11 9 35,31,60,3
24 33 4 10 31 23 27 47 32 37,1,36,2
52 43 32 41 36 12 52 27 17 48,37,45,4
13 26 48 8 5 3 49 45 35 47,46,44,3
22 26 30 2 11 27 48 36 21 18,28,48,3
43 52 18 20 7 12 51 19 9 37,21,35,2
39 17 35 52 6 52 4 3 21 13,42,20,2
52 49 22 31 7 34 38 21 11 33,5,39,3
40 2 5 27 15 31 44 28 21 11,18,10,1
44 10 22 29 37 19 31 52 6 28,45,27,2
52 12 5 31 23 38 13 17 45 47,8,26,3
41 52 48 18 42 10 38 34 45 36,6,36,3
33 24 3 50 48 39 9 27 19 44,49,60,5
8 51 41 3 40 28 26 52 19 6,46,36,2
39 26 2 8 52 22 21 6 34 3,44,22,2
40 5 25 49 37 21 52 7 20 18,44,32,3
13 18 38 40 41 33 34 49 29 52,51,24,3
7 52 39 41 28 14 51 35 37 17,45,38,3
39 29 37 51 26 41 19 44 28 0,4,48,3
52 48 41 52 42 39 52 49 44 21,22,10,1
22 32 17 13 42 30 51 2 19 4,26,29,3
52 13 28 39 32 20 27 44 30 14,12,30,3
52 42 50 14 52 7 28 1 29 16,22,19,2
46 0 15 32 39 35 24 29 36 12,30,60,4
5 6 17 14 29 2 30 28 0 3,48,35,2
19 2 36 48 11 0 9 10 35 52,27,24,2
37 34 0 8 28 51 40 47 3 52,50,11,1
52 4 12 5 37 50 30 21 11 52,16,26,2
0 47 15 49 40 46 19 28 24 14,18,60,3
38 12 44 7 25 4 30 22 43 51,10,26,2
41 38 40 27 16 50 20 19 36 6,8,60,4
43 19 38 33 42 48 15 13 29 37,35,39,3
5 14 36 44 13 22 46 31 50 26,2,46,4
15 46 0 31 33 34 20 28 4 37,16,43,3
52 15 40 34 13 44 52 21 42 9,3,16,2
52 19 6 34 18 45 27 11 23 14,21,23,2
29 2 32 52 45 3 30 33 39 31,14,10,2
0 31 10 16 15 26 8 9 21 20,1,39,3
8 40 52 50 7 21 0 16 30 43,11,19,3
34 50 17 8 6 15 33 13 36 4,1,60,3
27 48 49 29 8 0 28 35 24 23,7,60,3
14 12 5 9 38 51 0 35 50 29,44,20,3
47 13 31 41 8 23 52 6 52 34,51,21,3
52 38 13 15 16 11 37 43 40 39,3,21,2
15 34 52 28 38 3 26 5 9 51,6,42,3
17 34 11 25 23 12 21 0 45 49,30,60,3
22 5 3 52 21 50 30 15 49 19,13,42,2
13 24 10 39 19 52 35 15 25 29,48,25,3
15 10 38 44 20 13 29 50 37 3,51,42,3
23 10 48 50 39 22 19 11 29 52,15,55,3
33 52 20 43 48 24 5 30 21 3,7,22,1
46 42 17 10 4 31 20 29 18 9,34,60,3
41 8 47 3 9 50 11 16 1 34,7,47,3
9 19 31 46 30 42 52 47 1 0,49,41,3
16 2 13 51 26 48 21 52 43 47,7,39,3
42 13 51 52 5 41 27 24 18 45,7,42,4
3 34 16 7 47 25 52 37 11 49,50,29,2
19 38 15 31 35 45 33 29 2 36,3,40,2
35 25 0 47 17 30 37 22 5 31,46,60,4
24 44 20 0 26 31 38 10 34 27,23,31,3
52 32 35 44 4 39 52 3 8 17,25,36,3
14 15 29 52 16 51 38 9 21 36,27,34,3
47 25 50 18 52 43 10 13 16 0,4,32,2
33 22 6 48 19 20 1 36 49 37,42,60,3
30 37 39 1 44 5 38 9 28 35,15,35,3
44 4 10 18 6 27 30 32 5 1,25,44,3
30 16 42 26 52 21 38 50 51 22,23,48,3
6 49 28 40 16 11 41 12 46 50,27,50,3
52 4 40 50 33 52 38 37 2 6,17,24,3
35 8 31 37 0 24 10 43 16 3,39,53,3
43 12 13 15 42 52 5 22 40 46,37,42,3
52 49 3 8 6 12 26 28 9 7,33,25,2
20 45 14 50 2 25 36 48 52 23,17,54,3
30 10 34 48 52 20 33 3 17 18,0,50,3
21 16 41 50 43 31 12 26 27 15,17,46,4
38 46 7 32 23 17 25 1 48 27,11,60,4
24 45 18 10 50 30 5 13 3 52,42,26,3
9 25 39 11 50 40 28 7 48 52,33,19,2
6 19 35 51 22 42 20 36 14 5,0,60,3
26 22 0 7 2 46 15 4 28 20,42,20,2
16 39 32 3 48 52 37 8 6 27,43,43,4
1 26 20 14 2 41 50 3 42 47,9,43,3
43 16 34 22 1 49 9 24 42 10,31,60,4
24 51 1 13 41 52 5 50 43 37,12,12,2
37 51 38 36 7 11 30 20 2 28,23,52,3
52 4 28 30 49 36 46 40 31 42,18,21,2
52 17 24 4 46 39 9 31 25 1,14,28,3
14 12 3 23 16 41 6 36 42 34,45,27,3
50 46 48 4 45 35 43 31 7 42,24,42,2
17 52 9 44 32 40 43 3 20 21,6,24,2
20 23 29 31 45 47 9 52 14 42,27,34,2
37 32 51 20 14 8 5 35 13 46,23,60,4
42 6 32 4 52 21 31 22 36 19,34,28,2
34 40 38 16 24 19 43 42 18 7,22,60,4
25 33 15 1 29 41 19 52 52 34,10,26,3
25 40 24 33 46 47 13 17 29 22,32,60,4
7 26 37 47 48 40 35 10 22 52,9,15,2
48 12 52 18 5 19 28 38 6 13,35,20,2
0 52 31 14 15 27 17 26 51 48,49,34,3
13 50 52 44 15 48 19 8 11 14,6,27,1
39 7 33 32 51 34 28 26 48 6,43,45,3
12 21 6 23 49 14 30 9 50 41,15,57,3
24 48 19 31 52 52 44 6 11 34,2,34,2
23 52 16 15 52 1 31 51 4 48,17,20,2
16 14 41 21 29 52 36 32 27 1,3,14,2
14 8 51 12 40 39 29 42 15 10,23,27,2
43 31 25 41 15 27 48 28 14 29,12,22,2
12 10 37 36 23 5 43 6 15 44,13,52,3
15 26 3 23 49 41 25 44 21 28,51,24,3
24 44 35 0 30 12 22 38 1 36,29,60,2
31 13 38 52 3 34 9 20 4 2,17,40,3
2 33 47 24 16 37 18 50 51 3,8,28,2
17 0 21 25 27 5 51 41 14 6,45,35,4
49 50 20 6 22 12 48 4 35 32,43,35,2
50 40 10 38 20 22 43 18 5 34,13,60,4
39 8 48 27 0 37 7 41 52 15,13,21,2
52 30 7 12 19 3 10 40 46 42,35,45,3
13 18 44 25 1 48 24 52 50 26,2,41,3
35 2 42 5 10 33 52 38 3 9,16,20,1
1 19 10 7 18 38 15 40 26 12,5,39,3
21 38 31 27 17 50 11 8 32 4,20,60,4
33 36 29 5 46 47 52 19 30 6,25,53,3
29 22 25 23 37 1 36 40 27 34,0,60,2
18 6 8 38 31 29 49 27 30 43,1,33,3
52 6 22 17 9 30 28 34 52 8,3,24,2
36 6 42 30 2 8 44 49 11 28,26,60,4
11 2 9 33 35 4 52 22 41 45,40,31,3
48 34 46 12 31 51 35 52 21 25,22,7,1
8 49 48 26 51 6 5 31 52 1,50,37,2
47 19 49 40 39 16 5 42 1 45,18,34,2
48 2 52 24 35 14 45 16 37 41,26,44,3
25 16 24 52 38 19 40 6 17 43,14,24,2
17 1 36 7 35 12 39 10 27 26,25,35,3
52 43 22 40 21 20 51 45 27 24,18,26,2
19 8 15 29 47 38 39 48 52 28,7,43,4
4 14 51 32 1 26 11 24 45 52,15,40,3
43 16 1 35 51 32 40 17 2 0,19,27,2
42 6 27 30 11 20 9 18 15 33,43,45,3
3 18 25 52 42 10 21 49 45 0,12,27,2
16 40 33 38 52 18 51 35 49 52,2,25,2
17 42 12 35 52 48 4 45 25 1,18,48,3
36 25 8 15 47 5 3 19 49 52,48,54,3
11 52 5 16 2 9 49 44 35 27,3,27,3
29 37 16 22 44 33 52 32 11 39,36,46,3
16 49 50 14 1 42 5 8 24 6,51,60,3
45 40 16 31 32 47 41 20 27 19,7,25,3
4 42 8 11 14 19 22 26 43 13,39,38,3
35 18 36 12 2 11 32 1 6 52,10,24,2
15 23 16 29 52 44 12 19 21 45,13,47,3
25 50 48 52 1 49 22 26 7 43,41,40,3
44 5 48 51 13 37 40 26 39 14,29,41,3
48 39 43 25 38 50 17 21 32 11,27,60,4
52 50 32 13 16 28 18 14 49 19,39,15,2
52 50 49 7 16 20 0 27 9 1,45,41,3
26 21 17 32 18 22 24 43 37 28,41,39,3
34 1 17 28 49 50 41 6 19 47,40,40,2
37 23 8 1 0 21 17 13 52 38,10,13,2
11 37 14 20 27 36 43 33 6 30,17,24,2
16 39 9 2 13 28 52 38 3 29,48,8,1
47 41 38 46 19 12 7 51 0 36,22,52,4
20 50 35 21 14 12 52 42 22 5,15,45,4
52 14 7 47 31 32 10 20 11 27,8,21,2
45 8 42 14 16 49 1 18 48 9,50,60,4
17 10 28 13 12 52 41 3 49 31,20,38,4
26 6 37 39 17 0 51 34 38 32,28,60,3
6 3 22 19 9 48 38 4 0 50,46,49,3
45 5 20 32 52 48 33 19 31 21,41,25,1
27 41 30 52 36 19 26 35 18 25,48,30,3
9 25 11 21 18 8 37 24 1 39,6,52,3
8 30 48 22 42 15 5 13 9 43,7,40,3
7 4 21 14 51 33 37 30 42 36,46,28,3
7 27 21 2 38 50 48 39 28 36,47,42,3
52 5 29 14 13 10 27 50 52 44,16,18,2
1 34 37 51 38 40 28 50 39 42,25,17,2
39 11 50 32 24 29 15 17 25 37,1,35,3
35 32 21 34 17 48 33 36 50 38,12,16,2
42 37 2 19 26 25 3 13 0 14,43,36,3
29 14 31 34 32 30 27 1 7 38,11,29,2
23 38 4 50 15 14 45 52 52 20,36,33,3
48 52 42 23 45 50 19 20 44 15,5,27,2
49 22 29 33 35 13 31 25 15 1,51,40,3
52 51 10 42 27 15 44 36 1 5,32,39,3
14 45 46 40 52 17 1 13 50 30,44,24,2
12 27 46 50 13 8 24 31 18 38,15,60,4
52 28 38 31 20 36 7 42 14 12,51,18,2
10 48 50 6 24 18 35 12 15 3,47,60,4
51 42 23 28 46 36 45 26 34 16,35,60,4
46 39 30 52 38 7 22 1 31 28,26,23,2
45 46 49 2 26 27 9 36 3 29,14,43,3
24 23 2 0 28 45 1 51 30 33,40,43,3
22 17 9 13 5 28 10 8 37 2,49,43,3
44 37 10 42 21 22 14 4 28 15,20,60,4
33 12 9 32 28 6 29 44 35 16,21,60,4
35 38 4 41 16 11 30 3 43 49,6,54,3
6 7 35 47 52 31 4 12 36 39,8,19,2
19 7 34 22 49 51 17 25 43 41,2,59,3
51 25 50 27 0 4 48 44 7 49,37,37,3
43 32 23 52 31 34 45 18 10 44,19,6,1
4 0 27 45 39 13 22 28 17 10,41,31,3
52 35 1 5 46 47 42 34 38 44,12,15,2
36 40 19 21 13 20 31 17 10 5,28,45,3
48 10 19 22 35 33 45 28 38 27,44,52,2
48 34 8 14 46 2 21 25 29 42,0,46,3
21 3 8 19 49 36 5 52 31 24,48,57,3
6 47 10 48 3 9 31 22 49 39,19,24,3
5 48 47 3 50 45 34 42 32 22,24,45,2
24 42 45 6 20 39 8 22 4 17,14,60,4
10 37 4 24 13 41 29 16 21 23,19,60,4
33 29 32 23 36 52 3 5 8 19,45,19,1
45 24 25 3 42 30 29 50 27 8,0,57,3
52 47 1 21 41 37 35 19 34 36,48,15,2
40 45 34 46 23 0 52 39 33 52,25,17,2
52 28 51 43 40 3 23 27 8 5,15,29,3
13 29 35 0 19 20 39 18 45 44,48,5,1
5 32 18 17 29 23 15 39 52 19,13,21,2
